id,title,url,acceptance,difficulty,premium,like,dislike,tag
1196,How Many Apples Can You Put into the Basket,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket,68.2%,Easy,1,,,array;sorting;greedy;
1197,Minimum Knight Moves,https://leetcode.com/problems/minimum-knight-moves,38.4%,Medium,1,,,breadth-first-search;
1198,Find Smallest Common Element in All Rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows,76.3%,Medium,1,,,array;hash-table;binary-search;matrix;counting;
1199,Minimum Time to Build Blocks,https://leetcode.com/problems/minimum-time-to-build-blocks,39.1%,Hard,1,,,math;greedy;heap-priority-queue;
1200,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference,67.2%,Easy,0,690.0,35.0,array;sorting;
1201,Ugly Number III,https://leetcode.com/problems/ugly-number-iii,26.8%,Medium,0,497.0,316.0,math;binary-search;number-theory;
1202,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps,49.6%,Medium,0,953.0,33.0,string;hash-table;depth-first-search;breadth-first-search;union-find;
1203,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,48.5%,Hard,0,461.0,73.0,depth-first-search;breadth-first-search;graph;topological-sort;
1206,Design Skiplist,https://leetcode.com/problems/design-skiplist,59.2%,Hard,0,273.0,33.0,design;linked-list;
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,72.2%,Easy,0,777.0,27.0,array;hash-table;
1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,44.9%,Medium,0,451.0,34.0,string;binary-search;sliding-window;prefix-sum;
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,56.9%,Medium,0,1767.0,36.0,string;stack;
1210,Minimum Moves to Reach Target with Rotations,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations,47.1%,Hard,0,165.0,51.0,array;breadth-first-search;matrix;
1213,Intersection of Three Sorted Arrays,https://leetcode.com/problems/intersection-of-three-sorted-arrays,79.6%,Easy,1,,,array;hash-table;binary-search;counting;
1214,Two Sum BSTs,https://leetcode.com/problems/two-sum-bsts,67.6%,Medium,1,,,depth-first-search;tree;binary-tree;binary-search;two-pointers;stack;binary-search-tree;
1215,Stepping Numbers,https://leetcode.com/problems/stepping-numbers,44.2%,Medium,1,,,breadth-first-search;backtracking;
1216,Valid Palindrome III,https://leetcode.com/problems/valid-palindrome-iii,50.5%,Hard,1,,,string;dynamic-programming;
1217,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,70.6%,Easy,0,494.0,73.0,array;math;greedy;
1218,Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,47.7%,Medium,0,610.0,33.0,array;hash-table;dynamic-programming;
1219,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold,66.0%,Medium,0,1232.0,41.0,array;matrix;backtracking;
1220,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation,57.0%,Hard,0,736.0,82.0,dynamic-programming;
1221,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings,84.5%,Easy,0,1235.0,649.0,string;greedy;counting;
1222,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king,69.9%,Medium,0,519.0,101.0,array;matrix;simulation;
1223,Dice Roll Simulation,https://leetcode.com/problems/dice-roll-simulation,47.1%,Hard,0,560.0,166.0,array;dynamic-programming;
1224,Maximum Equal Frequency,https://leetcode.com/problems/maximum-equal-frequency,35.8%,Hard,0,274.0,30.0,array;hash-table;
1227,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability,62.7%,Medium,0,284.0,521.0,dynamic-programming;math;brainteaser;probability-and-statistics;
1228,Missing Number In Arithmetic Progression,https://leetcode.com/problems/missing-number-in-arithmetic-progression,51.2%,Easy,1,,,array;math;
1229,Meeting Scheduler,https://leetcode.com/problems/meeting-scheduler,54.6%,Medium,1,,,array;sorting;two-pointers;
1230,Toss Strange Coins,https://leetcode.com/problems/toss-strange-coins,50.5%,Medium,1,,,dynamic-programming;math;probability-and-statistics;
1231,Divide Chocolate,https://leetcode.com/problems/divide-chocolate,53.9%,Hard,1,,,array;binary-search;
1232,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line,42.7%,Easy,0,624.0,98.0,array;math;geometry;
1233,Remove Sub-Folders from the Filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,63.3%,Medium,0,415.0,65.0,array;string;trie;
1234,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string,34.9%,Medium,0,564.0,122.0,string;sliding-window;
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,48.2%,Hard,0,1554.0,16.0,array;dynamic-programming;sorting;binary-search;
1236,Web Crawler,https://leetcode.com/problems/web-crawler,65.0%,Medium,1,,,string;depth-first-search;breadth-first-search;interactive;
1237,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,70.4%,Medium,0,264.0,975.0,math;binary-search;two-pointers;interactive;
1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,67.2%,Medium,0,163.0,139.0,math;bit-manipulation;backtracking;
1239,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,50.5%,Medium,0,1047.0,97.0,array;string;bit-manipulation;backtracking;
1240,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,52.7%,Hard,0,351.0,336.0,dynamic-programming;backtracking;
1243,Array Transformation,https://leetcode.com/problems/array-transformation,49.9%,Easy,1,,,array;simulation;
1244,Design A Leaderboard,https://leetcode.com/problems/design-a-leaderboard,66.9%,Medium,1,,,hash-table;sorting;design;
1245,Tree Diameter,https://leetcode.com/problems/tree-diameter,61.7%,Medium,1,,,depth-first-search;breadth-first-search;tree;
1246,Palindrome Removal,https://leetcode.com/problems/palindrome-removal,45.8%,Hard,1,,,array;dynamic-programming;
1247,Minimum Swaps to Make Strings Equal,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,63.2%,Medium,0,617.0,184.0,string;math;greedy;
1248,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,56.8%,Medium,0,1020.0,27.0,array;hash-table;math;sliding-window;
1249,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,64.5%,Medium,0,2406.0,50.0,string;stack;
1250,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array,57.1%,Hard,0,160.0,226.0,array;math;number-theory;
1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix,78.5%,Easy,0,517.0,843.0,array;math;simulation;
1253,Reconstruct a 2-Row Binary Matrix,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,42.2%,Medium,0,234.0,19.0,array;greedy;matrix;
1254,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands,62.2%,Medium,0,1003.0,27.0,array;depth-first-search;breadth-first-search;matrix;union-find;
1255,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters,70.6%,Hard,0,362.0,28.0,array;string;dynamic-programming;bit-manipulation;backtracking;bitmask;
1256,Encode Number,https://leetcode.com/problems/encode-number,68.3%,Medium,1,,,string;math;bit-manipulation;
1257,Smallest Common Region,https://leetcode.com/problems/smallest-common-region,61.6%,Medium,1,,,array;string;hash-table;depth-first-search;breadth-first-search;tree;
1258,Synonymous Sentences,https://leetcode.com/problems/synonymous-sentences,59.8%,Medium,1,,,array;string;hash-table;backtracking;union-find;
1259,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross,54.6%,Hard,1,,,dynamic-programming;math;
1260,Shift 2D Grid,https://leetcode.com/problems/shift-2d-grid,61.9%,Easy,0,363.0,126.0,array;matrix;simulation;
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,75.1%,Medium,0,408.0,65.0,depth-first-search;breadth-first-search;tree;binary-tree;design;
1262,Greatest Sum Divisible by Three,https://leetcode.com/problems/greatest-sum-divisible-by-three,50.3%,Medium,0,832.0,26.0,array;dynamic-programming;greedy;
1263,Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location,46.6%,Hard,0,359.0,20.0,array;breadth-first-search;matrix;heap-priority-queue;
1265,Print Immutable Linked List in Reverse,https://leetcode.com/problems/print-immutable-linked-list-in-reverse,94.1%,Medium,1,,,two-pointers;stack;linked-list;recursion;
1266,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points,79.3%,Easy,0,900.0,137.0,array;math;geometry;
1267,Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate,57.8%,Medium,0,660.0,63.0,array;depth-first-search;breadth-first-search;matrix;union-find;counting;
1268,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,65.5%,Medium,0,1329.0,101.0,array;string;trie;
1269,Number of Ways to Stay in the Same Place After Some Steps,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,43.3%,Hard,0,397.0,24.0,dynamic-programming;
1271,Hexspeak,https://leetcode.com/problems/hexspeak,55.9%,Easy,1,,,string;math;
1272,Remove Interval,https://leetcode.com/problems/remove-interval,59.0%,Medium,1,,,array;
1273,Delete Tree Nodes,https://leetcode.com/problems/delete-tree-nodes,61.3%,Medium,1,,,depth-first-search;breadth-first-search;tree;
1274,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle,65.9%,Hard,1,,,array;divide-and-conquer;interactive;
1275,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,52.9%,Easy,0,377.0,115.0,array;hash-table;matrix;simulation;
1276,Number of Burgers with No Waste of Ingredients,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients,50.5%,Medium,0,164.0,168.0,math;
1277,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones,73.2%,Medium,0,2233.0,38.0,array;dynamic-programming;matrix;
1278,Palindrome Partitioning III,https://leetcode.com/problems/palindrome-partitioning-iii,61.4%,Hard,0,499.0,11.0,string;dynamic-programming;
1281,Subtract the Product and Sum of Digits of an Integer,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,85.6%,Easy,0,608.0,156.0,math;
1282,Group the People Given the Group Size They Belong To,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,84.7%,Medium,0,648.0,394.0,array;hash-table;
1283,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,50.9%,Medium,0,857.0,136.0,array;binary-search;
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,70.3%,Hard,0,346.0,36.0,array;breadth-first-search;matrix;bit-manipulation;
1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination,71.1%,Medium,0,636.0,48.0,string;design;backtracking;iterator;
1287,Element Appearing More Than 25% In Sorted Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array,59.9%,Easy,0,505.0,35.0,array;
1288,Remove Covered Intervals,https://leetcode.com/problems/remove-covered-intervals,57.6%,Medium,0,698.0,27.0,array;sorting;
1289,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii,63.0%,Hard,0,452.0,48.0,array;dynamic-programming;matrix;
1290,Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,81.7%,Easy,0,1394.0,74.0,math;linked-list;
1291,Sequential Digits,https://leetcode.com/problems/sequential-digits,57.4%,Medium,0,612.0,56.0,enumeration;
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,51.3%,Medium,0,568.0,43.0,array;binary-search;matrix;prefix-sum;
1293,Shortest Path in a Grid with Obstacles Elimination,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,43.3%,Hard,0,880.0,14.0,array;breadth-first-search;matrix;
1295,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,78.1%,Easy,0,749.0,84.0,array;
1296,Divide Array in Sets of K Consecutive Numbers,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,55.8%,Medium,0,811.0,73.0,array;hash-table;sorting;greedy;
1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,51.6%,Medium,0,412.0,225.0,string;hash-table;sliding-window;
1298,Maximum Candies You Can Get from Boxes,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,60.2%,Hard,0,136.0,103.0,array;breadth-first-search;
1299,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,74.5%,Easy,0,861.0,151.0,array;
1300,Sum of Mutated Array Closest to Target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,42.6%,Medium,0,548.0,72.0,array;sorting;binary-search;
1301,Number of Paths with Max Score,https://leetcode.com/problems/number-of-paths-with-max-score,38.2%,Hard,0,224.0,14.0,array;dynamic-programming;matrix;
1302,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum,85.4%,Medium,0,1632.0,62.0,depth-first-search;breadth-first-search;tree;binary-tree;
1304,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,76.5%,Easy,0,656.0,354.0,array;math;
1305,All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees,78.0%,Medium,0,1081.0,41.0,depth-first-search;sorting;tree;binary-tree;binary-search-tree;
1306,Jump Game III,https://leetcode.com/problems/jump-game-iii,61.7%,Medium,0,1439.0,40.0,array;depth-first-search;breadth-first-search;
1307,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle,35.9%,Hard,0,236.0,67.0,array;string;math;backtracking;
1309,Decrypt String from Alphabet to Integer Mapping,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping,77.9%,Easy,0,632.0,59.0,string;
1310,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray,69.9%,Medium,0,594.0,25.0,array;bit-manipulation;prefix-sum;
1311,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends,44.4%,Medium,0,158.0,249.0,array;hash-table;sorting;breadth-first-search;
1312,Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,61.0%,Hard,0,933.0,15.0,string;dynamic-programming;
1313,Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list,85.5%,Easy,0,546.0,907.0,array;
1314,Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum,74.0%,Medium,0,1128.0,192.0,array;matrix;prefix-sum;
1315,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,84.6%,Medium,0,1166.0,41.0,depth-first-search;breadth-first-search;tree;binary-tree;
1316,Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings,49.6%,Hard,0,118.0,141.0,string;dynamic-programming;sliding-window;trie;hash-function;rolling-hash;
